
2025-04-23;413684704;0;32.0;456.0;true
2025-04-23;267480122;0;36.0;464.0;true
2025-04-23;-42242743;0;17.0;233.0;true
2025-04-23;78568412;0;1.0;458.0;true
2025-04-23;-292329528;0;44.0;506.0;true
2025-04-23;-166131889;0;28.0;452.0;true
2025-04-23;-108804302;0;44.0;546.0;true
2025-04-23;1108925966;0;24.0;461.0;true
2025-04-23;1138551632;0;40.0;500.0;true
2025-04-23;1175487526;0;1.0;509.0;true
2025-04-23;915782019;0;42.0;531.0;true
2025-04-23;954641657;0;27.0;473.0;true
2025-04-23;1006967508;0;38.0;485.0;true
2025-04-23;1040825411;0;44.0;535.0;true
2025-04-23;702631128;0;36.0;507.0;true
2025-04-23;733795789;0;32.0;507.0;true
2025-04-23;790353877;0;38.0;517.0;true
2025-04-23;525261885;0;27.0;456.0;true
2025-04-23;489864986;0;36.0;471.0;true
2025-04-23;624142352;0;19.0;461.0;true
2025-04-23;673390211;0;35.0;463.0;true
2025-04-23;1902278198;0;9.0;457.0;true
2025-04-23;1950756560;0;45.0;518.0;true
2025-04-23;2005006155;0;1.0;476.0;true
2025-04-23;2038094560;0;37.0;469.0;true
2025-04-23;1694513792;0;37.0;479.0;true
2025-04-23;1750302383;0;38.0;484.0;true
2025-04-23;1794548506;0;44.0;522.0;true
2025-04-23;1828021661;0;38.0;490.0;true
2025-04-23;1484440893;0;29.0;474.0;true
2025-04-23;1540229483;0;33.0;481.0;true
2025-04-23;1585629854;0;35.0;494.0;true
2025-04-23;1619103008;0;37.0;534.0;true
2025-04-23;1271674751;0;36.0;477.0;true
2025-04-23;1323231104;0;39.0;509.0;true
2025-04-23;1372478963;0;26.0;453.0;true
2025-04-23;1424035316;0;2.0;453.0;true
2025-04-23;664171562;0;32.0;454.0;true
2025-04-23;714958417;0;23.0;415.0;true
2025-04-23;755357051;0;28.0;451.0;true
2025-04-23;821918611;0;35.0;501.0;true
2025-04-23;479492090;0;34.0;467.0;true
2025-04-23;529509447;0;1.0;446.0;true
2025-04-23;570292830;0;38.0;511.0;true
2025-04-23;627235668;0;39.0;467.0;true
2025-04-23;281731155;0;1.0;514.0;true
2025-04-23;312511067;0;27.0;479.0;true
2025-04-23;362528424;0;1.0;483.0;true
2025-04-23;411776284;0;31.0;473.0;true
2025-04-23;65117525;0;1.0;563.0;true
2025-04-23;120906115;0;26.0;524.0;true
2025-04-23;153994521;0;34.0;485.0;true
2025-04-23;217478089;0;1.0;578.0;true
2025-04-23;1440210094;0;27.0;499.0;true
2025-04-23;1567561979;0;38.0;500.0;true
2025-04-23;1624504817;0;42.0;521.0;true
2025-04-23;1278230807;0;7.0;481.0;true
2025-04-23;1324785424;0;16.0;470.0;true
2025-04-23;1376726525;0;26.0;462.0;true
2025-04-23;1426743882;0;1.0;497.0;true
2025-04-23;1065849414;0;22.0;368.0;true
2025-04-23;1124331247;0;44.0;507.0;true
2025-04-23;1170885863;0;43.0;485.0;true
