
2025-04-14;1117782406;0;2.0;324.0;false
2025-04-14;927331700;0;4051.0;979.0;true
2025-04-14;1074690529;0;4051.0;979.0;true
2025-04-14;762659171;0;4051.0;979.0;true
2025-04-14;100906387;0;4051.0;979.0;true
2025-04-14;205558088;0;4049.0;979.0;true
2025-04-14;-107242768;0;1.0;252.0;false
2025-04-14;-128019209;0;5.0;535.0;false
2025-04-14;2795417;0;9.0;575.0;false
2025-04-14;57045012;0;1.0;300.0;false
2025-04-14;18954871;0;4051.0;979.0;true
2025-04-14;-281149271;0;1.0;306.0;false
2025-04-14;-219204698;0;2.0;392.0;false
2025-04-14;-151488892;0;4051.0;979.0;true
2025-04-14;-445437051;0;4051.0;979.0;true
2025-04-14;-345787086;0;4051.0;979.0;true
2025-04-14;925038531;0;1.0;368.0;false
2025-04-14;995062831;0;1.0;285.0;false
2025-04-14;949277712;0;2.0;328.0;false
2025-04-14;999295069;0;4050.0;979.0;true
2025-04-14;720736865;0;1.0;390.0;false
2025-04-14;771908469;0;18.0;573.0;false
2025-04-14;810768108;0;1.0;305.0;false
2025-04-14;469111084;0;1.0;247.0;false
2025-04-14;531825155;0;4051.0;979.0;true
2025-04-14;632629367;0;1.0;306.0;false
2025-04-14;297128326;0;1.0;293.0;false
2025-04-14;260577180;0;4051.0;979.0;true
2025-04-14;379849339;0;1.0;432.0;false
2025-04-14;429481948;0;4051.0;979.0;true
2025-04-14;1699922816;0;4051.0;979.0;true
2025-04-14;1821503468;0;4051.0;979.0;true
2025-04-14;1517167088;0;4051.0;979.0;true
2025-04-14;1635669749;0;4051.0;979.0;true
2025-04-14;1340182594;0;4051.0;979.0;true
2025-04-14;1431752832;0;2.0;333.0;false
2025-04-14;1392893193;0;4051.0;979.0;true
2025-04-14;1115873985;0;4051.0;979.0;true
2025-04-14;1207828972;0;5.0;442.0;false
2025-04-14;-1856711341;0;4051.0;979.0;true
2025-04-14;-1765525852;0;3.0;414.0;false
2025-04-14;-1697040548;0;4051.0;983.0;true
2025-04-14;-1994451447;0;4051.0;979.0;true
2025-04-14;-1896725227;0;4051.0;979.0;true
2025-04-14;2103139663;0;1.0;386.0;false
2025-04-14;-2146427263;0;4050.0;979.0;true
2025-04-14;1851513882;0;1.0;276.0;false
2025-04-14;1910765213;0;4051.0;979.0;true
2025-04-14;2012338923;0;1.0;305.0;false
2025-04-14;1251320922;0;1.0;259.0;false
2025-04-14;1208613794;0;1.0;327.0;false
2025-04-14;1276329601;0;1.0;259.0;false
2025-04-14;1330194447;0;4051.0;979.0;true
2025-04-14;1052790490;0;4051.0;979.0;true
2025-04-14;1152825204;0;4051.0;979.0;true
2025-04-14;852721062;0;2.0;350.0;false
2025-04-14;812707176;0;4051.0;979.0;true
